wavelength,readnoise,dark_counts,sky_counts,target_counts,total_counts
1156.4532,0,0.05565,4.6987e-07,6.8361,6.8917
1156.4632,0,0.05565,4.6983e-07,6.8367,6.8924
1156.4733,0,0.05565,4.6978e-07,6.8374,6.893
1156.4833,0,0.05565,4.6973e-07,6.838,6.8937
1156.4933,0,0.05565,4.6969e-07,6.8386,6.8943
1156.5034,0,0.05565,4.6964e-07,6.8393,6.895
1156.5134,0,0.05565,4.696e-07,6.84,6.8956
1156.5234,0,0.05565,4.6955e-07,6.8406,6.8963
1156.5335,0,0.05565,4.6951e-07,6.8413,6.8969
1156.5435,0,0.05565,4.6946e-07,6.8419,6.8976
1156.5535,0,0.05565,4.6942e-07,6.8426,6.8982
1156.5636,0,0.05565,4.6937e-07,6.8432,6.8989
1156.5736,0,0.05565,4.6932e-07,6.8439,6.8995
1156.5836,0,0.05565,4.6928e-07,6.8445,6.9002
1156.5937,0,0.05565,4.6923e-07,6.8452,6.9008
1156.6037,0,0.05565,4.6919e-07,6.8459,6.9015
1156.6138,0,0.05565,4.6914e-07,6.8465,6.9022
1156.6238,0,0.05565,4.691e-07,6.8472,6.9028
1156.6338,0,0.05565,4.6905e-07,6.8478,6.9035
1156.6439,0,0.05565,4.69e-07,6.8485,6.9041
1156.6539,0,0.05565,4.6896e-07,6.8491,6.9048
1156.6639,0,0.05565,4.6891e-07,6.8498,6.9054
1156.6740,0,0.05565,4.6887e-07,6.8504,6.9061
1156.6840,0,0.05565,4.6882e-07,6.8511,6.9067
1156.6940,0,0.05565,4.6878e-07,6.8517,6.9074
1156.7041,0,0.05565,4.6873e-07,6.8524,6.908
1156.7141,0,0.05565,4.6868e-07,6.853,6.9087
1156.7242,0,0.05565,4.6864e-07,6.8537,6.9094
1156.7342,0,0.05565,4.6859e-07,6.8544,6.91
1156.7442,0,0.05565,4.6855e-07,6.855,6.9107
1156.7543,0,0.05565,4.685e-07,6.8557,6.9113
1156.7643,0,0.05565,4.6845e-07,6.8563,6.912
1156.7743,0,0.05565,4.6841e-07,6.857,6.9126
1156.7844,0,0.05565,4.6836e-07,6.8576,6.9133
1156.7944,0,0.05565,4.6832e-07,6.8583,6.9139
1156.8044,0,0.05565,4.6827e-07,6.8589,6.9146
